index,Name,Platform,RatingOutOf20,Publisher,Year,Classification,Description,Genre
2932,Rock Band Unplugged,PSP,15/20,MTV Games,2009.0,+12 ans,"If Guitar Hero refuses for the moment to bring a little rhythm to the PSP, Rock Band is launched into the deep end via this episode called Unplugged. Unplugged as unplugged, the support in question does not allow playing with real accessories. However, Rock Band is on PSP, as on other machines, a title which combines four instruments! Explanations.",Misc
2933,Rock 'N' Roll Adventures,Wii,5/20,Popcorn Arcade,2007.0,+3 ans,"The Wii has recently been equipped with a series of games stamped ""Popcorn Arcade"". All titles from this license maintain very narrow links since their game foundation remains identical. The opportunity for the firm to release 3 games at a mini price, which could have been part of a single pack very well. Long live marketing operations before Christmas ...",Platform
2935,Rocksmith,PS3,15/20,Ubisoft,2011.0,+16 ans,"Released last year in the United States, Rocksmith is finally arriving in our region. This aims to revolutionize rhythm games like Guitar Hero or Rock Band while offering a complete learning method for guitar and bass. If on paper it seems attractive, is it the same once you have the instrument in hand?",Misc
2936,Rocky,PS2,15/20,Rage Software,2002.0,+3 ans,"After having seduced Xbox owners, Rocky finally arrives on PS2 and confirms its status as an excellent boxing title, halfway between arcade and simulation. A sure value for everyone, fans or not.",Fighting
2937,Rocky Balboa,PSP,14/20,Ubisoft,2007.0,+16 ans,"Although Rocky shined brilliantly through his last two 128-bit atrocities, this franchise never really took off, at least compared to Electronic Arts' Fight Night. Suffice to say that this assessment is a little sad knowing that the two sagas are perfectly complementary in the sense that one favors realism while the other strives to draw on the Arcade genre. Rocky Balboa is no exception on PSP and suffice to say that it takes an immense amount of effort to chain together, right, left and uppercut.",Sports
2938,Rocky: Legends,PS2,14/20,Ubisoft,2004.0,+16 ans,"Rocky came back, and this time he's there with all his friends. After surprising everyone in 2002 with his first appearance in the gaming world, the Italian boxer is making his return under the Ubi Soft banner. On the agenda, change in continuity.",Action
2939,Rodea the Sky Soldier,WiiU,7/20,Nippon Ichi Software,2015.0,+7 ans,"If this end of the year is mainly marked on Wii U by the excellent Xenoblade Chronicles not very exciting. We will think in particular of the latest Mario Tennis or Project Zero, which were rather disappointing. It is often in this kind of context, coupled with that of a probable premature twilight of a console, that little-known pearls emerge. Imagined by Yuji Naka, at the origin of the legendary NiGHTS Into Dreams... from which it seems to be inspired here, ''Rodea: The Sky Soldier'' should initially have been part of the Wii line-up at the end of 2011, under the name ''Sky Knight Rodea''. Having changed developers along the way, the creation of the Prope studio finally arrived on Wii U five years after its first announcement, in relative confidentiality. The fruit of a complicated gestation, is Rodea a little-known testament to rare wealth, or a buried treasure that would have been better left to rot for eternity?",Action
2940,Rogue Galaxy,PS2,17/20,Sony Computer Entertainment,2005.0,+12 ans,"When you like RPGs you have to know how to be patient, and the late release of Rogue Galaxy in French demonstrates this to us once again. However, there is no real reason to complain since it is the Director's Cut version that we are entitled to. A fully translated, revised version benefiting from the latest additions and improvements made by the development team.",Role-Playing
2941,Rogue Ops,PS2,13/20,Kemco,2003.0,+16 ans,"Infiltration is a whole art that only few heroes of video games master perfectly. Snake and Sam are among those there. Let's see if Nikky, the new recruit of the Pheonix agency, will succeed in its passage examination in Rogue Ops.",Action
2942,Rogue Trooper,PS2,13/20,Eidos Interactive,2006.0,+16 ans,"Taken from a comic book with recognized success among our distant neighbors in America, Rogue Trooper is an invitation to travel into a peaceful and cheerful future, in which the humans of the Northern Republic and all-blue genetically modified beings spend their time practicing a healthy sport surrounded by frank camaraderie: war.",Shooter
2944,RollerCoaster Tycoon 2,PC,13/20,Atari,2002.0,+3 ans,"Here we go again for vomit-inducing rides on the most spectacular roller coasters in the world! With an excellent first part and some nice add-ons, Rollercoaster Tycoon is back in action for a highly anticipated sequel. It is clear that despite the still numerous possibilities, the series nevertheless seems to be aging quite poorly technically.",Strategy
2945,RollerCoaster Tycoon 3,PC,14/20,Atari,2004.0,+3 ans,"Second expansion intended for the amusement park management game Rollercoaster Tycoon 3, Distractions Sauvages takes as its central theme that of animals and invites you to raise a multitude of creatures to attract ever more visitors.",Strategy
2946,RollerCoaster Tycoon 3,PC,16/20,Atari,2004.0,+3 ans,"Sit well back in your seat with your knees together so that the safety bar can close properly. Everybody is ready ? So let's go to the most insane attractions that have ever existed in a theme park. The Rollercoaster Tycoon 3 gondola takes off and moves in all directions, proud to be now in 3D. With loops, elevated turns, and G-force in the stomach, Atari's game takes us straight to the seventh heaven of the Big 8.",Strategy
2947,Romance of the Three Kingdoms VIII,PS2,14/20,Tecmo Koei,2002.0,+3 ans,"At that time, China was at the heart of a vast tragedy. Eager to overthrow certain achievements and conquer territories the warlords undertook a war implementing an incalculable number of troops. Three kingdoms would direct this gigantic confrontation. That of Wu, that of Shu, and finally that of Wei. After many conspiracies, alliances, kidnappings and revolts, it appeared clearly that Zhou Yu affiliated to the kingdom of Wei, would emerge from this fight. The Han dynasty was only a distant memory and the middle empire was going to change its face.",Strategy
2948,Rome: Total War,PC,16/20,Activision,2004.0,+12 ans,"After the very good Shogun and Medieval Total War, Creative Assembly does it again and this time invites us into the ancient world. The principle is always the same: it is a question of founding your empire on a map resembling that which one can encounter in wargames and of participating in battles bringing into play several thousand units in the manner of a strategy game. A mix that has already proven itself and which once again manages to captivate the players that we are.",Strategy
2949,Rooms: The Main Building,DS,14/20,Nintendo,2010.0,+3 ans,"In the tradition of a title like Exit, Rooms is a puzzle game in which you must succeed in escaping from a sort of giant tease! It's up to you to move the rooms correctly using objects wisely to complete the game's hundred puzzles.",Adventure
2950,Rubik's World,DS,11/20,Game Factory,2008.0,+3 ans,"Both a toy and a formidable puzzle, the Rubik's Cube is timeless entertainment. Although it has lost a little of its popularity in the 80s, it is now attempting a comeback thanks to a more modern vector: video games.",Puzzle
2951,Rugby 06,PS2,12/20,Electronic Arts,2006.0,+3 ans,"In the middle of the Six Nations tournament, what could be better than the new opus from EA Sports to stay in the oval bath? Floundering somewhat on its latest opuses, the publisher is counting on this 2006 version to get back on the right path and prove that it gives as much of its time to the game of rugby as to FIFA. Could this sport, as noble as it is spectacular and becoming more and more popular in France, finally have its reference?",Sports
2952,Rugby 08,PS2,13/20,Electronic Arts,2007.0,+3 ans,"The rugby world cup is at the heart of all the sports discussions of the moment. The event will be launched in a few days in France, the opportunity for our national XV to try to become the second country in the northern hemisphere to conquer the William Webb Ellis trophy. And as usual, EA marks its imprint the current market by offering the official game of the competition. But not only since it relaunches at the same time an orphan series of Suites for more than two years.",Sports
2953,Rugby 15,PS4,7/20,Bigben Interactive,2015.0,+3 ans,"It must be admitted, fans of rugby and video games don't have much to sink their teeth into at the moment. Pro Rugby Manager 2015 turned out to be very disappointing and no new episodes of Jonah Lomu Rugby Challenge are planned at this time. It is therefore with a certain excitement that we welcome at the end of the year a Rugby 15 which has the merit of being developed by an experienced team already at the origin of Rugby 04, 05 and 08.",Sports
2954,Rugby 2004,PS2,13/20,Electronic Arts,2003.0,Unknown,"After a 2003...um...2002...er...2001 edition, EA Sports has decided to release the 2004 opus of its Rugby game. Why such a wait on the part of the publisher who releases reissues faster than his shadow? I can't tell you, an appeal from the public was not sufficient enough for the release of the first opus, years of development for this 2004 episode (nothing less certain), the mystery remains unsolved. For now we will stop with the questions and the associated hasty answers to set our sights on this Rugby 2004.",Sports
2955,Rugby 2005,PS2,13/20,Electronic Arts,2005.0,+3 ans,"Your favorite expression is ""the pig is in the corn"", you have always preferred oval shapes to round shapes, cauliflower ears to pointed ears. In short, you like rugby and you would like to be able to play it without getting dirty. Bad luck Electronic Arts doesn't like the oval ball.",Sports
2956,Rugby World Cup 2011,PS3,11/20,505 Games,2011.0,+3 ans,"It is in two weeks that twenty teams (half a dozen more certainly) will start to compete for the Ellis webb trophy in New Zealand land. An exceptional event which calls for another, namely the release in Europe of a rugby simulation on PS3 and Xbox 360, a first in the history of these machines. Exclusively devoted to the World Cup, this title was expected by a number of players weaned by references from some Jonah Lomu Rugby in ... 1997!",Sports
2957,Rule of Rose,PS2,14/20,505 Games,2006.0,+16 ans,"Trailing a string of diatribes behind him, Rule Of Rose finally sets foot on French territory. Illegitimate son of Silent Hill and numerous cinematographic works evolving in the horrific spheres, the title of Punchline serves us on a silver platter a dark and traumatic work. Far from falling into excessive gore, Rule Of Rose aims to be more subtle in its approach by distilling an oppressive atmosphere, by sublimating the macabre to the point of perverting innocence. When darkness touches purity, the world collapses beneath our feet, reality fades away in favor of a pernicious, oozing imagination, where every laugh frightens, where every step terrorizes us.",Action
2958,Rumble Racing,PS2,12/20,Electronic Arts,2001.0,+3 ans,"Rumble Racing makes its debut on PS2, a title which is perplexing since it is completely different and which should unleash passions as well as attract the wrath of many players. Rumble Racing is beautiful, it's speed, it's sometimes fun but yet we still wonder what the point of this game is.",Racing
2959,Rumble Roses,PS2,10/20,Konami Digital Entertainment,2004.0,+12 ans,"Here it is finally this Rumble Roses, the game that all male teenagers are waiting for like their first scooter. And for good reason, not very shy girls who fight for the sole pleasure of the eyes, it's enough to tickle the hormones of any teenager, right? But behind this sexy and provocative facade, what is really about the game?",Fighting
2960,Runabout 3: Neo Age,PS2,7/20,BAM! Entertainment,2002.0,Unknown,"In the middle of a holiday season and with a real sense of a-propos, the publisher Bam! Get out of his hood a title which seems entirely programmed by oysters. Far from being a pearl, Runabout 3 Neo Age holds more Davilex-like, a subtle cocktail of cars, bad playability and total boredom.",Racing
2962,Runaway: A Twist of Fate,PC,18/20,Focus Home Interactive,2009.0,+12 ans,"In 2006, Pendulo Studios left us stranded on Mala Island, abruptly concluding The Dream of the Turtle, the second part of Brian Basco's adventures. When the curtain came down, many questions remained unanswered. These answers are finally here with A Twist of Fate, the final segment of the Runaway trilogy. It will have made us languish for three long years, but our patience is rewarded in the most beautiful way, because the Madrid studio has once again given birth to a masterpiece.",Adventure
2963,Rune Factory: A Fantasy Harvest Moon,DS,16/20,Rising Star Games,2006.0,+12 ans,"Halfway between Harvest Moon, Mystery Dungeon and Pokemon, Rune Factory invites us to take care of an old farm while exploring underground spaces infested with monsters. A unique and captivating experience to discover without further delay on DS.",Role-Playing
2964,Rune Factory 4,3DS,16/20,Xseed Games,2012.0,+12 ans,"After being canceled for a while in Europe, Rune Factory 4 miraculously managed to make its way to France via the 3DS eShop. Available for download for just under 30 euros, the latest opus of this RPG/management saga derived from the Harvest Moon family is finally accessible to everyone, provided you are not completely angry with English.",Role-Playing
2965,Rune Factory: Frontier,Wii,15/20,Rising Star Games,2008.0,+12 ans,"Derived from the big family of Harvest Moon, the Rune Factory series already has three episodes on DS, at least in Japan, but it is the first time that this spin off has made a foray on Wii. With Rune Factory Frontier, the player will have to share his time between the maintenance of his farm and the exploration of the few dungeons surrounding the village of Trampoli.",Role-Playing
2966,Rune Factory: Tides of Destiny,PS3,14/20,Marvelous Interactive,2011.0,+12 ans,"An “epic” version of the eco-friendly Harvest Moon series, Rune Factory already has a good handful of episodes on Nintendo consoles. On the occasion of its first foray on PS3, the series is however content to transpose the last Wii opus which did not have the honors of a European release.",Role-Playing
2967,Rush 2: Extreme Racing USA,N64,13/20,Midway Games,1998.0,Unknown,Rush 2: Extreme Racing USA is a new car racing game on N64 brought to us by Midway. It's even more precisely the sequel to San Francisco Rush.,Racing
2968,Rygar: The Legendary Adventure,PS2,14/20,Wanadoo,2002.0,+12 ans,"Huge arcade success a long time ago, phew, a long time ago, Rygar returns to us in a version brought up to date by Tecmo who took great care of its software. Unfortunately, the guy with the killer yoyo has a hard time achieving the legendary figures of the discipline.",Action
2969,S.L.A.I.: Steel Lancer Arena International,PS2,12/20,Konami Digital Entertainment,2005.0,+12 ans,"Why try to hide the inspirations of a game, or even more, by modifying its title? Yes, Mr. Konami, you have been fooled. Because we recognized Phantom Crash under your big coat. So it’s definitely worth throwing in the eyes of the video game world a S.L.A.I. mysterious if only to lose its element of surprise in less than 5 minutes! Now, and once again, why change this old and honest Xbox title? Perhaps to give it a more current character, more ""assemblage of letters forming a striking acronym"", like F.E.A.R or S.T.A.L.K.E.R. However, it seems that this pirouette serves more to evoke the changes made in the software. There, we understand each other. On the way to the mecha attitude.",Simulation
2970,Ghostbusters: The Video Game,DS,10/20,Atari,2009.0,+7 ans,"A joyous cinematic monument of the 80s, Ghostbusters gave birth to a series of video games which, as a result, all turned out to be as attractive as a puddle of slime. In fact, the arrival on our DS of a brand new Ghostbusters adventure could only be welcomed with a small dose of circumspection. These very legitimate doubts, unfortunately, will not take long to find their justification in contact with a cartridge which nevertheless did not lack arguments.",Action
2971,Ghostbusters: The Video Game,PS3,15/20,Sony Computer Entertainment,2009.0,+7 ans,"We may say that the 80s were a long journey through the cultural desert, but they nevertheless produced a lot of good things. Between two conceptual hairstyles and the fluorescent mittens, they gave birth to Ghostbusters.",Action
2972,S.T.A.L.K.E.R.: Call of Pripyat,PC,18/20,Namco Bandai Games,2009.0,+16 ans,"In two parts, the Stalker series has carved out a solid reputation among FPS fans. With its Irradiated Zone populated by mutants, its RPG side and its great freedom of action, the title from the Ukrainians of GSC Game World has managed to bring together a great fan base. Fans who have also taken over the game to improve it with lots of mods. Listening to their community, the developers have integrated some of its ideas into Call of Pripyat, a third episode playable independently of the previous ones. The episode of maturity, one would be tempted to say, as it borders on perfection in all areas.",Shooter
2973,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,17/20,THQ,2007.0,+16 ans,"An Arlesian is no longer, a must have arrived. After going through a feverish expectation before becoming a Duke Nukem Forever from the East, S.T.A.L.K.E.R. will have known everything or almost during its development miraculously saved from the sinking. And no one will complain about this rescue mission",Shooter
2975,Sacred 2: Fallen Angel,PS3,17/20,Deep Silver,2009.0,+16 ans,"This console version of Sacred 2: Fallen Angel will have been a long time coming. From postponement to postponement, we began to fear that this port would be, for the developers of Ascaron, nothing more than an endless path of the cross punctuated with fateful pitfalls. However, due to lack of competition, we had resigned ourselves to placing our hope in them to finally see a hack'n slash worthy of the name on PS3. Result of the races? Well it was worth the wait!",Role-Playing
2976,Sacred 2: Fallen Angel,PC,16/20,Ascaron Entertainment GmbH,2008.0,+16 ans,"While the entire planet is holding its breath waiting for the release of Diablo 3, here comes a major challenger. The culmination of a notable but perfectible first opus, Sacred 2: Fallen Angel does not play in the league of the epic Titan Quest, but relies more on its open world and its freedom of action to attract the sympathy of fans of the gender. It's very simple: Sacred 2 is to hack'n slash what Oblivion is to RPG.",Role-Playing
2977,Sacred 2: Fallen Angel,PC,14/20,Ascaron Entertainment GmbH,2008.0,+16 ans,"Available barely two months after the bankruptcy of its developer Ascaron, Sacred 2: Ice & Blood feels like a posthumous work. But this should not tarnish our enthusiasm for this expansion which offers two additional regions to explore and a new class to play: the dragon mage.",Role-Playing
2978,Sacred 3,PS3,10/20,Deep Silver,2014.0,+16 ans,"As a general rule, when we take the trouble to announce a new episode of a license dear to many players, they have the right to expect to find the fundamentals which managed to seduce them in the previous installments. , while hoping for salutary improvements that are in keeping with the times. Unconditional fans of Sacred 2 unfortunately risk facing great disappointments.",Role-Playing
2979,Sacred 3,PC,10/20,Deep Silver,2014.0,+16 ans,"As a general rule, when we take the trouble to announce a new episode of a license dear to many players, they have the right to expect to find the fundamentals which managed to seduce them in the previous installments. , while hoping for salutary improvements that are in keeping with the times. Unconditional fans of Sacred 2 unfortunately risk facing great disappointments.",Role-Playing
2980,Safari Adventures: Africa,DS,6/20,Neko Entertainment,2008.0,+3 ans,Africa and its vast wild spaces continue to make us dream. More and more video games are taking the initiative to help us discover the wildlife of this continent. PS3 owners who are not afraid of Japanese were able to marvel at a truly grandiose Afrika. The youngest are not forgotten since they can explore the savannah with several titles on DS: after Go Diego! Mission Safari it's Safari Adventures' turn to introduce children to the joys of animal defense.,Adventure
2981,Safari Adventures: Africa,Wii,7/20,Neko Entertainment,2007.0,+3 ans,"Africa and its vast wild spaces continue to make us dream. More and more video games are taking the initiative to help us discover the wildlife of this continent. PS3 owners who are not afraid of Japanese were able to marvel at a truly grandiose Afrika. The youngest are not forgotten since they can explore the savannah with several titles on Wii: after Go Diego! Safari and Wild Earth Mission: African Safari, it's Safari Adventures' turn to introduce children to the joys of animal defense.",Adventure
2982,Saint Seiya: Soldiers' Soul,PS3,12/20,Namco Bandai Games,2015.0,+12 ans,"A somewhat unusual case in the world of games based on Japanese manga and anime, the Saint Seiya series has remained in the shadows for so long that fans almost come to wish for a new one at all costs. adaptation, and what does it matter if it turns out to be of poor quality. It must be said that when we experienced the golden age of Knights of the Zodiac on TV, we can only share this feeling of nostalgia and respond once again to the call of the ultimate cosmos.",Fighting
2983,Saints Row 2,PC,15/20,THQ,2009.0,+18 ans,"The saints are back. More than two years after having succeeded in the holy bets Row, the Thq-Volition duo resuscitates an entire city via the second round, the first on PC, of ​​a gang war of a rare wild. Settings of account, composure executions and endless shootings will follow one another. Attention, free violence.",Action
2984,Saints Row 2,PS3,15/20,THQ,2008.0,+18 ans,"The Saints are back. Twenty-four months after succeeding in the Saints Row challenge, the THQ-Volition duo resurrects an entire city via the second round of a gang war of rare savagery. Score-settling, cold-blooded executions and endless shootouts will follow one another. Be careful, gratuitous violence.",Action
2985,Saints Row IV,PS3,15/20,Deep Silver,2013.0,+18 ans,"It seems that the open world has been on the rise in video games over the last 10 years... Formerly almost reserved for the GTA license, the genre has gradually become more democratic and has welcomed quality software like Infamous, Sleeping Dogs, Prototype or Just Cause, to name a few. Saints Row, an open-world saga originally sharing a lot in common with the iconic Rockstar series, returns this year with a rather surprising formula. Let's do a test: if I tell you superpowers and alien invasion, you obviously tell me: Saints Row IV! No ?",Action
2986,Saints Row IV,PC,15/20,Deep Silver,2013.0,+18 ans,"It seems that the open world has been on the rise in video games over the last 10 years... Formerly almost reserved for the GTA license, the genre has gradually become more democratic and has welcomed quality software like Infamous, Sleeping Dogs, Prototype or Just Cause, to name a few. Saints Row, an open-world saga originally sharing a lot in common with the iconic Rockstar series, returns this year with a rather surprising formula. Let's do a test: if I tell you superpowers and alien invasion, you obviously tell me: Saints Row IV! No ?",Action
2987,"Sakura Wars: So Long, My Love",Wii,15/20,Ackkstudios,2010.0,+12 ans,"Although it may seem anecdotal for most French players, the release of Sakura Wars: SO Long, My Love in our territory is a major event. It ends a very long wait, that of one day seeing an episode of the Sakura Taisen saga located in Europe. It is also the first game in the series to benefit from an English translation, fans being so far forced to overcome the Japanese language barrier to discover this popular franchise in Japan. So let's welcome this first Sakura Wars on Wii, and thank Nis America for taking the risk of editing this title in our country!",Role-Playing
2988,Salt Lake 2002,GBA,8/20,Ubisoft,2002.0,+3 ans,"The official game of the Salt Lake City Olympics will not be a luxury intended only for owners of PCs and home consoles. Gameboy Advance fans will also be entitled to their portable version of Salt Lake 2002, and that's not necessarily good news...",Sports
2989,Salt Lake 2002,PS2,12/20,Eidos Interactive,2002.0,Unknown,"The Winter Olympic Games are fast approaching, and Eidos take advantage of this context to offer us the only game that will benefit from the official license of the Winter Olympics. With its simultaneous release on PC and PS2, Salt Lake 2002 should easily find its audience, even if the real playful content of this title is relatively limited.",Sports
2990,Samurai Jack: The Shadow of Aku,PS2,12/20,Sega,2004.0,+7 ans,"Not necessarily known to the greatest number, Samurai Jack is above all a cartoon broadcast in particular on France 3 and Cartoon Network. A particular DA in the sense that he brilliantly combines a striking humor with an atypical aesthetic, all in a very pleasant Asian context. We were therefore happy to find him on consoles, in the hope of seeing a faithful and ambitious adaptation.",Action
2991,Samurai Warriors,PS2,13/20,Electronic Arts,2004.0,+12 ans,"A great teller of historical facts, the Japanese studio Koei has specialized in recent years in Chinese medieval frescoes, allowing the least erudite among us to cultivate ourselves while defeating hundreds of enemies. Respecting as much as possible the heartbreaking stories punctuating the years of war of this imposing civilization, the Dynasty Warriors series has established itself in the hearts of many budding warriors. Having undoubtedly exhausted the Central Asian vein, the company decided to focus on another country, Japan, immersed in the dark times of the samurai.",Action
2992,Samurai Warriors: Katana,Wii,11/20,Tecmo Koei,2007.0,+12 ans,"By bringing the Samurai Warriors universe to Wii, Koei couldn't resist the urge to move away from the usual formula of the series by offering something much more arcade. Suffice it to say that we cannot criticize this episode for its lack of originality, even if this first attempt proves more attractive on paper than convincing in reality.",Action
2993,Samurai Warriors: State of War,PSP,12/20,Tecmo Koei,2005.0,+12 ans,"Certainly, portable consoles do not seem to be really adapted to the expectations of Koei. Having already split a dynasty warriors laughable on GBA and another of the same surname on PSP, not much more dashing, the Japanese company tries in a sort of desperate race to win on these ""miniature"" machines. It is with this in mind that Samurai Warriors appears today: State of War, the last Trojan horse trying to unravel a little too difficult defenses. Are we going to finally be able to feel the same impressions as on show consoles, within immense environments, conducive to stored battles? Well not really ...",Action
2994,Samurai Warriors: Xtreme Legends,PS2,13/20,Tecmo Koei,2004.0,+12 ans,"As a legitimate child of Dynasty Warriors, Samurai Warriors is destined to become a series with drawers, generating episodes like a rabbit and a rabbit would generate a batch of little stews on legs during an evening by the fire. The episode that interests us today is the Xtreme Legends expansion which Samurai Warriors is getting for the first time. For those who don't know yet, this suffix is ​​simply synonymous with new game modes, objects or weapons to acquire, compared to the original version of the game. So let's let the wind of victory carry us my way. proud warriors and that our dreams of conquest turn into a sad reality for our unfortunate adversaries.",Action
2995,Samurai Warriors 2,PS2,14/20,Tecmo Koei,2006.0,+12 ans,"Resumption of his good old habits, Koei, after having rewarded us with a nice but limited Samurai Warriors returns to the charge with a sequel soberly named Samurai Warriors 2. Past master in the art of removing interesting things to replace them with new ones. additions not necessarily well seen only to reinsert them later neither seen nor known, the Japanese studio surprises and disappoints at the same time. Returning for some time in an ascending phase, is the latter bringing into this elevation the new game of its historical range? Oda Nobunaga would be tempted to say yes, but man is never stingy with manipulation.",Action
2996,Samurai Warriors 2: Empires,PS2,12/20,Tecmo Koei,2006.0,+12 ans,"For several years, Koei has taken on the difficult task of making us relive the epic conflicts of the Asian continent through a series which now has far too many episodes for us to want to count them. If the idea does not lack interest, an overdose awaits us despite the few changes made between each opus.",Action
2997,Samurai Warriors 3,Wii,11/20,Nintendo,2009.0,+12 ans,"Until now confined to a rather reductive Katana episode, Samurai Warriors fans can now rediscover the epic breath of the famous Koei saga in a more fleshed-out Wii version. Not sure, however, that the generous content of this exclusive opus will succeed in making them forget its numerous technical shortcomings. Explanations.",Action
2998,Samurai Warriors 4,PS4,15/20,Tecmo Koei,2014.0,+16 ans,"It must be admitted, the Musou rarely shine with their ability to renew themselves. However, we will see that Samurai Warriors 4 manages to change this state of affairs and turns out to be a very good pick. Here's why.",Action
2999,Samurai Warriors 4-II,PS4,13/20,Tecmo Koei,2015.0,+16 ans,"Often criticized for its lackluster production, the Dynasty Warriors series nevertheless has a large community of fans. It is therefore no coincidence that we have seen a multitude of remakes and reissues flourish in recent times. After Dynasty Warriors 8: Empires, it's the turn of Samurai Warriors 4-II (yes, the title seems a little strange) to try its luck on the console with its luminous border. While you shouldn't expect a revolution, the game nevertheless offers some nice additions for hours of fighting, both solo and with others! As long as you are a die-hard Musô fan...",Action
3000,Samurai Western,PS2,12/20,505 Games,2004.0,+12 ans,"Which, the gun or the sword, best reflects man's aspirations in the face of an unstable and far from Manichean environment? The gun instantly causes a shift, giving its wearer an immediate impression of power, of domination over the components of his world. It is the weapon of distance, of dehumanization. The reality of his target does not jump in his face and disappears as if by magic, without effort, without clashes. The sword, on the other hand, can only manipulate the air, operating a cycle directed towards blood but also towards a spirituality of movement, of peace. It confronts death, it forces one to look deep into the distress of the being that existence is leaving. Isn't that the strength of the blade? Be part of the workings of the world and separate your adversary from it. This is obviously what Gojiro, a lonely samurai on arid lands, thinks.",Action
3001,Sands of Destruction,DS,14/20,Sega,2008.0,Unknown,"Founded at the end of 2005, the young imageeepoch studio specializes in RPG and, in eight years, published more new licenses than Square Enix over the same period. Does this commendable desire to offer original titles rather than exploiting series to the rope gives good results? Not totally, as Sands of Destruction demonstrates, which only convinces part.",Role-Playing
3002,Saw II: Flesh & Blood,PS3,8/20,Konami Digital Entertainment,2010.0,+16 ans,"We didn't have to wait long for Jigsaw to return to our consoles, animated by a new moralizing and purgative fiber. So, if the film saga is about to (finally) surrender, we wonder what its video game counterpart will be like, already showing big signs of fatigue after the second part...",Action
3003,SBK: Snowboard Kids,DS,14/20,Rising Star Games,2005.0,+3 ans,"Snowboard simulation is a largely forgotten genre on DS and it's a shame when you know the possibilities of the machine. Atlus got wind of this great void and is therefore trying to fill it with the continuation of a series which had plagued Nintendo 64. At the time, it was called Snowboard Kids, but as now we are grown-ups and We like to have class, we say SBK.",Sports
3004,SBK 2011: FIM Superbike World Championship,PS3,14/20,Black Bean Games,2011.0,+3 ans,"Closely following its long-time competitor, the new part of SBK resumes with a perseverance which commands respect the functioning of its many elders. As usual, the Milestone studio gives us a title designed to satisfy both beginners and those who like to tighten every single bolt on their machine themselves. Also, friends of the facial splits, we welcome you to SBK 2011.",Racing
3005,SBK X: Superbike World Championship,PS3,14/20,Black Bean Games,2010.0,+3 ans,"While Capcom's latest MotoGP has been playing since last March on the HD screens of two-wheel enthusiasts, the little guys from Milestone are once again trying to prove the superiority of the Superbike format thanks to their latest baby. Here again, the objective is to cast a wide net by offering an ultra-permissive Arcade mode on one side and a Realism mode that can be configured as desired on the other. But if Milestone is starting to get used to it, the facial split remains a very delicate figure to implement...",Racing
3006,Scaler,PS2,13/20,Take-Two Interactive,2004.0,+7 ans,"Scaler is the title of the new platform game developed by the Montreal studios of A2M, already known for having worked on the video game adaptation of Monsters Inc. or more recently Scooby-Doo. But this time, the title does not use a license and it is indeed an original creation that is offered to us.",Platform
3007,Alfa Romeo Racing Italiano,PS2,12/20,Black Bean Games,2005.0,+3 ans,"Rare are the games completely dedicated to a particular automobile brand. Indeed, apart from the famous, but unconvincing, Porsche Challenge and World Racing, few publishers risk counting on such precision. The less we expand the possibilities, the more the audience becomes restricted. Let us therefore welcome the arrival of SCAR, worthy representatives of these little rebels acquired by publicity but often vectors of originality. However, it must be said that driving a Mercedes or an Alfa Romeo brings a significant element of dreaming and can therefore encourage you to get behind the wheel. Indeed, barring a big surprise, or even a miracle, a title called Fiat Panda Driving Legends would surely have less appeal. Whatever...",Racing
3008,Scarface: Money. Power. Respect.,PSP,8/20,Vivendi Games,2006.0,+18 ans,"Like The Godfather and The Getaway, the portable adaptation of Scarface changes tack in order to circumvent the technical restrictions induced by the medium. However, if Gangs Of London and The Godfather left the choice between a strategic mode and a third-person adventure, Scarface: Money. Power. Respect. opts for a title entirely dedicated to Risk-like. If we can see this as an easy solution on the part of the developers, it would be unseemly to turn away from said game under these fallacious pretexts.",Strategy
3009,Scooby-Doo 2: Monsters Unleashed,GBA,6/20,THQ,2004.0,+3 ans,"If the current trend which pushes publishers to release remakes of titles that marked our childhood is a good idea in itself, we sometimes have to know how to show restraint and respect towards the original work. Concerning Scooby Doo, there is no need to return to the most heartbreaking live film and instead see directly what the umpteenth adventure of the Mystère et Cie team gives in this new part on GBA.",Action
3010,Scrabble Blast!,GBA,3/20,Zoo Digital Publishing,2005.0,+3 ans,"From scrabble to GBA, the idea is not so surprising as that since other games of the same type exist on this support. Even if the thing is less frequent than on PC, we can say that the concept should be fairly well in portable format, which is far from being false in theory. Too bad Scrabble Scrable did not succeed at all to materialize this idea, however attractive.",Misc
3011,Scribblenauts,DS,13/20,Warner Bros. Interactive Entertainment,2009.0,+3 ans,"Starting from an idea as simple as it is interesting, Scribblenauts invites us to resolve all kinds of situations by making objects, animals or characters whose names we write appear on the touch screen. Eagerly awaited by players looking for innovations on DS as well as by a good number of critics, this enchanting title unfortunately does not keep all of its promises as we explain in detail in this test.",Puzzle
3012,Scurge: Hive,DS,14/20,SouthPeak Games,2006.0,+7 ans,"With a rather unevocative title and such a mysterious cover, Scurge Hive already inspires curiosity in the mind of the player who discovers it. Surprising in many ways, this action-RPG game will undoubtedly appeal to Metroid fans, as it has so many similarities with this series.",Action
