Name,Platform,Tags
Red Steel,Wii,"wiimote and fps, the couple that was supposed to reconcile the shooter with consoles. tested, what about this long-awaited miracle when we dive into red steel, the first fps designed exclusively for nintendo's new machine? a little more waiting. shooter ubisoft"
Red Steel 2,Wii,"if red steel was a showcase for the wii when it was released, the final result was disappointing. it must be said that with just a few months of development, we are not going very far. for this sequel, ubisoft is changing the game, new setting, new gameplay, new start. shooter ubisoft"
Reign of Fire,PS2,"simultaneously with the gba version, reign of fire, or le règne du feu in our pretty french language, arrives on ps2, dragging behind it its convoy of dragons and large, heavily armed soldiers. gba &#47; ps2: same fight, the film adaptation is just as heartbreaking. shooter bam! entertainment"
Reign of Fire,GBA,"if by the greatest chance, while hunting for fossilized mosquitoes, you come face to face with a dragon egg magnificently preserved in amber, i cannot advise you enough not to start with the idea of ​​looking for it. take it with you to put it on your fireplace, the consequences could indeed prove disastrous for all of humanity. shooter bam! entertainment"
Remember Me,PC,"after causing a sensation when it was announced to gamescom 2012, remember finally arrives on our consoles and pc. so let's take the direction of paris in 2084 for a dystopian adventure which promises to be both original and heavy with meaning, but also extremely linear. let us see without further delay if this formula works. action capcom"
Remember Me,PS3,"after causing a sensation when it was announced at gamescom 2012, remember me is finally arriving on our consoles and pc. so let's head to paris in 2084 for a dystopian adventure that promises to be both original and meaningful, but also extremely linear. let's see without further delay if this formula works. action capcom"
Remington Great American Bird Hunt,Wii,"the remington great american bird hunt hunting simulation immerses the player in varied environments where birds of all kinds are present! but you know it well, it's like everywhere, there is the good hunting game and the bad hunting game... sports mastiff"
Rengoku: The Tower of Purgatory,PSP,"announced for a long time, rengoku: the tower of purgatory finally decides to show the end of its pixels on psp. no need to deny it, if you are reading these lines it is because you are undoubtedly one of the players who expected a lot from this title, and it must be recognized that the first elements augured for the best. now that the software is in our hands, we will have to admit that rengoku's potential is much lower than what we expected. action konami digital entertainment"
Resident Evil: Dead Aim,PS2,"with the release of resident evil: dead aim on ps2, the gun survivor series is proudly raising its head after almost hitting rock bottom. capcom offers us a surprisingly effective title which finally uses the g-con2 for something other than a banal shooting game. action capcom"
Resident Evil: Operation Raccoon City,PC,"if resident evil 6 won't come with the end of the year, fans of the series can't really complain. indeed, there is no shortage of opportunities to get your teeth into zombies, and after the 3ds episodes, capcom offers us operation raccoon city, a title resolutely focused on multiplayer. prepare your green herbs, let's go! action capcom"
Resident Evil: Operation Raccoon City,PS3,"if resident evil 6 won't come with the end of the year, fans of the series can't really complain. indeed, there is no shortage of opportunities to get your teeth into zombies, and after the 3ds episodes, capcom offers us operation raccoon city, a title resolutely focused on multiplayer. prepare your green herbs, let's go! action capcom"
Resident Evil: Outbreak,PS2,"here finally comes the long-awaited resident evil: outbreak. better late than never, some say, especially when we've been talking for a few months now about the already very ""screened"" resident evil: outbreak file 2. but when we should have been happy to see another opus of capcom's favorite series poking the (emaciated) tip of our nose at the sony monolith, we will have to temper our festive ardor, since as we had planned, outbreak will be done in europe without the online mode or it will not happen. action capcom"
Resident Evil: Revelations,PC,"to replenish its coffers, capcom is once again offering us an hd adaptation of an old title, this time released on 3ds. not just any title, however, since it is the excellent resident evil: revelations which brought fans of the franchise together on the nintendo laptop after the joke called mercenaries 3d. however, is this episode also essential on home consoles? action capcom"
Resident Evil: Revelations,WiiU,"to replenish its coffers, capcom is once again offering us an hd adaptation of an old title, this time released on 3ds. not just any title, however, since it is the excellent resident evil: revelations which brought fans of the franchise together on the nintendo laptop after the joke called mercenaries 3d. however, is this episode also essential on home consoles? action capcom"
Resident Evil: Revelations,PS3,"to replenish its coffers, capcom is once again offering us an hd adaptation of an old title, this time released on 3ds. not just any title, however, since it is the excellent resident evil: revelations which brought fans of the franchise together on the nintendo laptop after the joke called mercenaries 3d. however, is this episode also essential on home consoles? action capcom"
Resident Evil: Revelations,3DS,"second episode for nintendo 3ds, resident evil revelations had to be flawless in order to reconcile fans with the saga. i might as well tell you right away, the bet has paid off and if a few little things overshadow it, this new segment seeks its inspiration both in the old opuses and in the most recent ones. however, far from advocating originality, this resident evil offers constant immersion by setting its action on a mysterious liner. it was enough to bring the series back to life on nintendo's laptop after mercenaries 3d. action capcom"
Resident Evil: The Darkside Chronicles,Wii,"raising the banner of the greenest video game company on the planet, capcom has been actively campaigning for the recycling of its licenses for many years. in fact, if the gun survivor series has never had good press, the japanese company had nevertheless managed to develop the concept by focusing on the rail shooter. more limited but able to induce frenetic action thanks to automatic movements, the genre gave us the umbrella chronicles, a nice little game but full of flaws. the darkside chronicles therefore follows suit and it is no surprise that we find ourselves in front of a formatted product that nevertheless provides good sensations. chronicle of chronicles. action capcom"
Resident Evil: The Mercenaries 3D,3DS,"if you've tried resident evil 4 or resident evil 5, the mercenaries must mean something to you. in fact, it is nothing more and nothing less than the online mode, complementary to the solo adventure, present in the two aforementioned titles. capcom therefore thought it would be wise to offer it as a game in its own right while giving the player the opportunity to enjoy it alone or with a friend. good pick ? nothing is less sure. action capcom"
Resident Evil: The Umbrella Chronicles,Wii,"wishing to once again enjoy its flagship series, capcom is giving us a new resident evil, on wii, while waiting for the “fifth” opus on xbox 360 and ps3. but rather than banking on a classic episode, the japanese company opts for the easy solution by developing a title in the vein of a time crisis-like or a gun survivor. forget third person, forget freedom of movement, here, the goal of the game is to aim, and to aim correctly. action capcom"
Resident Evil 2,N64,"after being expected by thousands of fans in the world, capcom does us the honor of finally adapting an evil resident on the nintendo 64 ... finally ... action virgin interactive"
Resident Evil 4,Wii,"adored on gamecube then on ps2, resident evil 4 will also have surprised its world on pc but for different reasons. the wii version, which takes up the content of the last two versions to date, was therefore awaited at the turn, if only to check if it brings new blood, necessary to feed the veins of a mythical monster having already subjugated millions of players around the world. if the autopsy easily demonstrates that this is not really the case, one question remains unanswered: does resident evil have its place on nintendo's new console? action capcom"
Resident Evil 4,PC,"with several successive delays, the pc version of resident evil 4 will have been long overdue, desired even in the sense that we could say that this procrastination could have been a gentle sign of destiny concerning an adaptation worthy of the name. and then, like a rude awakening, capcom finally decides to knock on our door to come and throw at our feet the result of several months (weeks? days?) of work. clear verdict referring to those of onimusha 3 and devil may cry 3 special edition: re 4 joins the ranks of the accused and receives a suspended sentence. start of the argument... action ubisoft"
Resident Evil 4,PS2,"ignoring all these exclusivity contracts that have linked capcom and nintendo, let's take full advantage of the arrival on ps2 of the best survival horror that has ever set foot on the soil of our video game universe. expected by countless players, capcom could not disappoint, even if from a technical point of view, it was obvious that the differences would indeed be visible between this version and the one released on the cube several months ago. but beyond this aspect, we must recognize that this ps2 version exceeds our wildest expectations both in form and in substance. chronicle of renewed pleasure on sony's black monolith. action capcom"
Resident Evil 5,PC,"capcom believes in pc, capcom continues to adapt its big names on pc. what can we learn from this bold observation? well, a successful adaptation of resident evil 5 which beyond its small additions (out-of-screen 3d effect, management of physx technology, mercenaries mode with more zombies) remains a copy and paste of the console versions. a safe bet therefore, even if this opus clearly shows the lack of ambition on the part of japanese society. action capcom"
Resident Evil 5,PS3,"with resident evil 5, capcom once again demonstrates that its flagship series has difficulty coping with the absence of its creator at the helm, at least when it comes to bringing new blood to it. if this episode does not lack qualities while showing itself to be much superior to most of the machine's action games, it also gives the unpleasant impression of being nothing more than a gigantic copy and paste of re 4, without any soul . if this point of view may seem dismaying, it is not necessarily synonymous with awareness rendering the notion of pleasure obsolete, quite the contrary. action capcom"
Resident Evil 6,PC,"after having suffered many virulent criticisms on ps3 and xbox 360, resident evil 6 finally arrives on pc. however, do not expect great changes because in parallel with the usual changes specific to the pc adaptations of consoles games, nothing changes. is it an evil? not really because beyond his imperfections, resident evil 6 remains a good action game that will have been able to experience in order to develop a series ... shooter capcom"
Resident Evil 6,PS3,"if each new resident evil has the difficult task of surpassing the previous one by perpetuating a certain idea (old or new) that we have of the series, resident evil 6 arrives after the fifth opus which was relatively criticized. therefore, capcom had to react by brushing the fan in the right direction while trying to accommodate an ever-increasing audience. a huge undertaking for the japanese company which took the opportunity to make something new out of something old. shooter capcom"
Resistance: Fall of Man,PS3,so here we are at this famous test of one of the spearheads of the ps3. resistance: fall of man was widely praised by the american press when it was released last november. but circumspection is required in the editorial office and it is with a critical but nevertheless benevolent eye that we are today dissecting the sticky fps from insomniac games. shooter sony computer entertainment
Resistance 2,PS3,"after europe, the united states is also sinking into chaos. one by one, human strongholds collapse under the incessant waves of chimeras, ever more numerous and ever more ferocious. while humanity seems to have to live its last hours, victim of its own madness, we find nathan hale, hero infected by the virus in the first moments of the american intervention in the united kingdom. and it is on him, again, that all the hopes of a people on the verge of disappearing rest. condemned to fight to destroy what he himself is becoming, nathan is about to make us experience a new tragedy. also, we are speaking to you, yes you, ps3 owners. if you haven't already, now is the time to join the resistance, because this is where everything is at stake. shooter sony computer entertainment"
Resistance 3,PS3,"the latest in a series that accompanied the release of the ps3 in 2007, resistance 3 obviously invites us to continue the desperate fight of humans against the repugnant chimeras. that said, for this new part, insomniac games has enlisted the services of a new hero, tried to play on the heightened sensitivity of the fps enthusiast and swapped the big traditional multiplayer battles for more classic skirmishes . however, as the result of these manipulations is now accessible to everyone, we of course suggest that you examine all this in detail with us, just to see if it is still worth joining the resistance. shooter sony computer entertainment"
Resistance: Retribution,PSP,"after two installments having laid the foundations for a real mythology, resistance changes support and gender. from fps on ps3, we go to a tps on psp, developed by the talented teams of sony bend, already responsible for two excellent opus of syphon filter on the sony laptop. located between resistance 1 and 2, retribution takes us back to this uchronic conflict which is unfortunately far from being a simple chimera. shooter sony computer entertainment"
Back to the Future: The Game,Wii,"a year after the online release of the backwards back to the future, a box version compiling the whole game appears. a chance for allergies to dematerialization to taste this adaptation clearly targeting fans. adventure telltale games"
Back to the Future: The Game,PS3,"a year after the online release of the episodes of back to the future, a boxed version compiling the entire game appeared. a chance for those allergic to dematerialization to taste this adaptation clearly targeting fans. adventure telltale games"
Return to Castle Wolfenstein: Operation Resurrection,PS2,"even if you're not really familiar with pc games, wolfenstein is bound to sound like a familiar name to your ears. this first-person shooter that pitted you against the nazi army returns this time to console. just like the xbox, the ps2 is entitled to its special version which is unfortunately stripped of any form of multiplayer. shooter activision"
Rez,PS2,"ground, the musical ufo that has already raised dreamcast now tumbles on ps2. a separate title, in a separate environment, here is an adventure that may unleash passions and divide players into two categories, those who will find it disproportionately brilliant and those who will see only an infamous stew ... shooter sony computer entertainment"
Rhapsody: A Musical Adventure,DS,"known only to a handful of players keen on rpgs imported from japan, rhapsody had certainly seen an american release in its original version on psone, but it was still unpublished in europe. ten years later, it is its ds remake that square enix invites us to discover in french. role-playing nippon ichi software"
Rhythm Heaven,DS,"a real phenomenon in japan, where more than 1,500,000 copies have already passed, rhythm paradise finally arrives in europe. will he know the same surge with us? difficult to say as this title is atypical. but anyway, when we play there, we understand that the craze it arouses is perfectly deserved. misc nintendo"
Rhythm Tengoku,GBA,"those who had the good taste to try the excellent rhythm paradise on ds must know his predecessor, released two years earlier on gameboy advance. unfortunately confined to the land of the sun-levant, rhythm heaven was already a musical and playful ufo, and laid all the bases of the ds episode. result: an equally explosive humor and a real initiation in the sense of rhythm! misc nintendo"
Ribbit King,PS2,"when we look for video game originality, we often have to turn to japan, where exotic concepts are born, sometimes incomprehensible to us poor westerners accustomed from a very young age to a certain classicism of thought, or at least a restricted creative formatting. by a good taste which forbids us from thinking black when we are shown white. ribbit king, if it can be seen as a simple golf game (sorry grolf) in the vein of mario golf, is much crazier than that and if the title is far from bordering on genius, it nevertheless has the him a good dose of humor, a certain difference and interesting ideas. sports atari"
Richard Burns Rally,PC,"after the games using the name of driver colin mcrae, another great motorsport player enters the ruthless world of video games: richard burns. this driver began his wrc career at the wheel of a mitsubishi, then it was with a subaru that he won the world rally championship in 2001. but the title of a game is obviously not enough to make it one. hit and in this case, the software from sci games remains well below what we have the right to expect today. racing sci"
Ridge Racer,PSP,what would the launch of a sony console be if it was not accompanied by its ridge racer? the psp is no exception to the rule since it is in the name of “ridge racers” that the very first racing game on the portable console responds. sony and namco have not changed the tradition because the title is still arcade and fans of the genre can already look forward to its availability within a few days. racing sony computer entertainment
Ridge Racer 2,PSP,"just over a year ago, the psp was launched in europe. among his first titles was a certain ridge racer. today, the series is already celebrating its second installment on the portable console while in the meantime, we experienced the joys of rr 6 on xbox 360 and prepared for the arrival of rr 7 on ps3. after reading this rr 2 on psp, one observation stands out: namco seems more motivated to develop on home consoles. history of an almost copy and paste. racing sony computer entertainment"
Ridge Racer 7,PS3,"launching a playstation without its ridge racer that goes well with it is a bit like a racing game without cars, it can't be done. ps3 players will once again have the opportunity to slide excessively on well-known tracks behind the wheel of vehicles that are still as uncharismatic as ever. only this time, and even if rr remains unique in its kind, the competition is tough and places are becoming expensive... racing namco bandai games"
Ridge Racer DS,DS,"although the ridge racer series acquired its nobility on sony machines, it has since emancipated itself and today we find it on the nintendo ds. in short, here is the console's third racing game (after asphalt urban gt and nfsu 2) which, while crowned with success as it is, will have to prove itself in order to satisfy the curious as well as the early fans. we might as well get into the subject right away by saying that namco's title is far, very far from being a ten-carat gem, but let me open the door for you so that we can take a little tour of the track which is worth it. will be done in first gear, respecting the speed limits. racing namco bandai games"
Ridge Racer V,PS2,another of the cult playstation series returns to sony's new console to celebrate its arrival. ridge racer v is coming to the ps2 and leaving its mark on the asphalt! action namco bandai games
Ring of Red,PS2,"konami, definitely very prolific on ps2, this time offers us a very enjoyable wargame. against the backdrop of world war, ring of red manages to establish an excellent compromise between strategy and action. strategy konami digital entertainment"
Rio,DS,"party game on home consoles, rio is a rhythm game on ds. what should we expect from a license like this, in a segment already monopolized by bosses such as guitar hero? misc thq"
Rio,PS3,"rio, the new feature film from blue sky studios, known mainly for the different iterations of ice age, could not fail to take a detour into the video game box. and to highlight the festive side of this animated film, thq has opted for a family party game. a bit easy... misc thq"
Rio,Wii,"rio, the new feature film from blue sky studios, known mainly for the different iterations of ice age, could not fail to take a detour into the video game box. and to highlight the festive side of this animated film, thq has opted for a family party game. a bit easy... misc thq"
Rise of Nations,PC,"enriching the already well-represented category of rts games on pc, rise of nations is finally making its appearance in stores. since the preview that we devoted to it, it is clear that the title has greatly expanded to undoubtedly become one of the new references of the genre. strategy microsoft game studios"
Rise of Nations: Rise of Legends,PC,"in the vast world of strategy games, rise of legends is almost an o.j.n.i. (unidentified playable item). indeed, exit the elves, exit the nazi soldiers, exit the knights of the middle ages and the roman centurions, make way for a retro-futuristic universe where magic rubs shoulders with technology. instead of the eternal classic factions that we find in a large number of titles of the genre, here we will have to preside over the destiny of three races fighting for domination of the planet aio. strategy microsoft game studios"
Risen,PC,"we could summarize the genesis of risen like the back cover of a harlequin novel. it is the story of a divorce, pronounced at the end of an impossible romance. it is also that of three offspring torn from their progenitor. finally, it is that of their half-brother, an illegitimate bastard who looks exactly like the youngest in the family. but to translate this complicated introduction in a less enigmatic way, we will limit ourselves to saying that risen, the latest role-playing game from piranha bytes, is the spiritual successor to gothic ii. role-playing deep silver"
Risen 2: Dark Waters,PS3,"released last april on pc, the role-playing game risen 2: dark waters is piranha bytes' biggest production to date in terms of budget. after announcing that it would take care of the console version itself, the german studio decided to entrust it once again to wizarbox, which had already taken care of the xbox 360 port of risen of the first name. enough to raise some concerns... role-playing deep silver"
Risen 2: Dark Waters,PC,"while the creators of gothic should soon recover the rights to their favorite series, they are gratifying us while waiting for a second episode of risen. aside from a welcome foray into the world of buccaneering, risen 2: dark waters faithfully perpetuates role-playing game mechanics that many of us appreciate. but could it be that on the occasion of its biggest production to date in terms of budget, the german studio piranha bytes has paradoxically fallen back into its failings? role-playing deep silver"
Risen 3: Titan Lords,PC,"if fans of gothic rpgs were almost unanimous on the quality of risen of the first name, the arrival of risen 2: dark waters did not fail to divide fans of games from the pyranha bytes studio. nevertheless, the two episodes each had solid arguments to defend and both proved to be very good rpgs. risen 3: titan lords is coming to us this summer and offers us an adventure very similar to that of its predecessor. for better and for worse ? role-playing deep silver"
Risk: Global Domination,PS2,"it must be admitted that the few adaptations of risk on console have not left very good memories for many fans of the board game. atari is trying the experiment again, this time offering a playstation 2 version. so? will this risk on ps2 finally break with the failed ports? not so sure... strategy atari"
Riven: The Sequel to Myst,PC,"every adventure game fan worthy of their name has one day encountered myst, the game that “started it all”. both a common ancestor of the great family of adventure games and a missing link between video games and a public which a priori was disinterested in them, myst was a small revolution which sold millions of copies, and of which the worldwide success first surprised its creators. they did not stop there: this time surrounded by a real team, they created riven, its direct sequel, which transcends in many aspects the experience of the first part. adventure red orb"
Riviera: The Promised Land,PSP,"when norse mythology is taken to task in a video game, the romanticized vision of these myths and legends is generally very different depending on whether we are dealing with a western or eastern developer. so, if we were recently treated to viking: battle for asgard, beat'em all from the creative assembly, this title did not make us forget the remarkable valkyrie profile from square enix also taking place in the great north. riviera, for its part, mixes this cosmogony even more under the cover of an atmosphere radically anchored in japanese animation and japanese rpgs. role-playing 505 games"
Road Trip,PS2,"low-cost ranges are often mines when it comes to infamous crap. play it gives us a brilliant demonstration of this by going through the trash of obscure amateur developers probably ashamed to see their first creation resurface. from road trip, the marketing tells us that ""it's more than a race, it's an adventure"". yes, in a sense it's not wrong. racing play it"
Robin Hood: Defender of the Crown,PS2,"defender of the crown resurfaces from the distant past thanks to cinemaware which intends to reconnect with the original software in a 128-bit version, certainly revised, but ultimately not that far from the original game. even if it means paying homage to a title as legendary as defender of the crown, the development team could have taken more care of its gameplay so as not to simply make nostalgic fans want to dive back into their amiga version. strategy capcom"
Robotech: Battlecry,PS2,"manga fans and mecha connoisseurs are impatiently awaiting its release. who ? robotech in its video game version, of course! it must be said that with its visuals in the latest cel shading fashion and the global reputation of the anime, the guy is not likely to go unnoticed in the gaming community. the zentradian war will take place on all new generation consoles, including ps2. shooter tdk mediactive"
Robotech: Invasion,PS2,"ah robotech, his journey is already a story in itself. remember your young years lulled by the joyful japanese animated series broadcast on the late la cinq and much later on tfi and france 3 in a sudden burst of interest. pillar of the end of the 80s, robotech, due to its context clearly oriented towards a relatively pessimistic science fiction and its scent of space-opera, managed in a few years to take into its wake a number of spectators charmed by the coherent universe staged, and especially by the presence of charismatic mechas. this saga was also the land of kawamori shôji's debut as a mecha-designer. a gifted man who will then be found in many high-quality animated films and japanese series such as ghost in the shell, escaflowne, or even arjuna. a concentration of diverse talents for a fantastic epic, but for a game... less titanic in fact. shooter global star"
Robotech: The Macross Saga,GBA,"for anime fans, the macross saga is a myth, both among those who have followed the zentradienne saga since its beginnings and among people who have only glimpsed one or two episodes. it is therefore logical that the slightest game labeled macross will attract the attention of the enthusiast and this unfortunately, the developers and publishers know this only too well. shooter tdk mediactive"
Robots,PS2,"directly inspired by the latest animated film from the creators of ice age, robots transports us to a watered-down version of tezuka's metropolis where metal beings are kings. but the future of machines is not rosy, and a plot to recycle robots is brewing in the shadow of a tyrant. action vivendi games"
Rock Band 2,PS2,"rock band 2 is the story of one of the most failed european launches that video games have known. initially planned to arrive with its share of instruments, the musical game will never see a new guitar or drums. we still wonder why... misc mtv games"
Rock Band 2,Wii,"rock band 2 is the story of one of the most failed european launches that video games have known. initially planned to arrive with its share of instruments, the musical game will never see a new guitar or drums. we still wonder why... misc mtv games"
Rock Band 2,PS3,"rock band 2 is the story of one of the most failed european launches that video games have known. initially planned to arrive with its share of instruments, the musical game will never see a new guitar or drums. we still wonder why... misc mtv games"
Rock Band 3,Wii,"music games are monkey games, they oversimplify things. this is the common argument against games like rock band. an argument which will fall with this third opus which introduces a whole lot of new features, starting with the keyboard or the pro mode which will make those who have become accustomed to 5-key guitars suffer. misc mtv games"
Rock Band 3,PS3,"music games are monkey games, they oversimplify things. this is the common argument against games like rock band. an argument that will fall with this third opus which introduces a whole lot of new features, starting with the keyboard or the pro mode which will make those who have become accustomed to 5-key guitars suffer. misc mtv games"
Rock Band 3,DS,"if in the salons the third opus of rock band makes its revolution, on the side of the ds, harmonix plays the card of continuity by taking up the formula he has already applied twice to portable supports. and we start to get tired of it a bit. misc mtv games"
Rock Band Unplugged,PSP,"if guitar hero refuses for the moment to bring a little rhythm to the psp, rock band is launched into the deep end via this episode called unplugged. unplugged as unplugged, the support in question does not allow playing with real accessories. however, rock band is on psp, as on other machines, a title which combines four instruments! explanations. misc mtv games"
Rock 'N' Roll Adventures,Wii,"the wii has recently been equipped with a series of games stamped ""popcorn arcade"". all titles from this license maintain very narrow links since their game foundation remains identical. the opportunity for the firm to release 3 games at a mini price, which could have been part of a single pack very well. long live marketing operations before christmas ... platform popcorn arcade"
Rocksmith,PS3,"released last year in the united states, rocksmith is finally arriving in our region. this aims to revolutionize rhythm games like guitar hero or rock band while offering a complete learning method for guitar and bass. if on paper it seems attractive, is it the same once you have the instrument in hand? misc ubisoft"
Rocky,PS2,"after having seduced xbox owners, rocky finally arrives on ps2 and confirms its status as an excellent boxing title, halfway between arcade and simulation. a sure value for everyone, fans or not. fighting rage software"
Rocky Balboa,PSP,"although rocky shined brilliantly through his last two 128-bit atrocities, this franchise never really took off, at least compared to electronic arts' fight night. suffice to say that this assessment is a little sad knowing that the two sagas are perfectly complementary in the sense that one favors realism while the other strives to draw on the arcade genre. rocky balboa is no exception on psp and suffice to say that it takes an immense amount of effort to chain together, right, left and uppercut. sports ubisoft"
Rocky: Legends,PS2,"rocky came back, and this time he's there with all his friends. after surprising everyone in 2002 with his first appearance in the gaming world, the italian boxer is making his return under the ubi soft banner. on the agenda, change in continuity. action ubisoft"
Rodea the Sky Soldier,WiiU,"if this end of the year is mainly marked on wii u by the excellent xenoblade chronicles not very exciting. we will think in particular of the latest mario tennis or project zero, which were rather disappointing. it is often in this kind of context, coupled with that of a probable premature twilight of a console, that little-known pearls emerge. imagined by yuji naka, at the origin of the legendary nights into dreams... from which it seems to be inspired here, ''rodea: the sky soldier'' should initially have been part of the wii line-up at the end of 2011, under the name ''sky knight rodea''. having changed developers along the way, the creation of the prope studio finally arrived on wii u five years after its first announcement, in relative confidentiality. the fruit of a complicated gestation, is rodea a little-known testament to rare wealth, or a buried treasure that would have been better left to rot for eternity? action nippon ichi software"
Rogue Galaxy,PS2,"when you like rpgs you have to know how to be patient, and the late release of rogue galaxy in french demonstrates this to us once again. however, there is no real reason to complain since it is the director's cut version that we are entitled to. a fully translated, revised version benefiting from the latest additions and improvements made by the development team. role-playing sony computer entertainment"
Rogue Ops,PS2,"infiltration is a whole art that only few heroes of video games master perfectly. snake and sam are among those there. let's see if nikky, the new recruit of the pheonix agency, will succeed in its passage examination in rogue ops. action kemco"
Rogue Trooper,PS2,"taken from a comic book with recognized success among our distant neighbors in america, rogue trooper is an invitation to travel into a peaceful and cheerful future, in which the humans of the northern republic and all-blue genetically modified beings spend their time practicing a healthy sport surrounded by frank camaraderie: war. shooter eidos interactive"
RollerCoaster Tycoon 2,PC,"here we go again for vomit-inducing rides on the most spectacular roller coasters in the world! with an excellent first part and some nice add-ons, rollercoaster tycoon is back in action for a highly anticipated sequel. it is clear that despite the still numerous possibilities, the series nevertheless seems to be aging quite poorly technically. strategy atari"
RollerCoaster Tycoon 3,PC,"second expansion intended for the amusement park management game rollercoaster tycoon 3, distractions sauvages takes as its central theme that of animals and invites you to raise a multitude of creatures to attract ever more visitors. strategy atari"
RollerCoaster Tycoon 3,PC,"sit well back in your seat with your knees together so that the safety bar can close properly. everybody is ready ? so let's go to the most insane attractions that have ever existed in a theme park. the rollercoaster tycoon 3 gondola takes off and moves in all directions, proud to be now in 3d. with loops, elevated turns, and g-force in the stomach, atari's game takes us straight to the seventh heaven of the big 8. strategy atari"
Romance of the Three Kingdoms VIII,PS2,"at that time, china was at the heart of a vast tragedy. eager to overthrow certain achievements and conquer territories the warlords undertook a war implementing an incalculable number of troops. three kingdoms would direct this gigantic confrontation. that of wu, that of shu, and finally that of wei. after many conspiracies, alliances, kidnappings and revolts, it appeared clearly that zhou yu affiliated to the kingdom of wei, would emerge from this fight. the han dynasty was only a distant memory and the middle empire was going to change its face. strategy tecmo koei"
Rome: Total War,PC,"after the very good shogun and medieval total war, creative assembly does it again and this time invites us into the ancient world. the principle is always the same: it is a question of founding your empire on a map resembling that which one can encounter in wargames and of participating in battles bringing into play several thousand units in the manner of a strategy game. a mix that has already proven itself and which once again manages to captivate the players that we are. strategy activision"
Rooms: The Main Building,DS,"in the tradition of a title like exit, rooms is a puzzle game in which you must succeed in escaping from a sort of giant tease! it's up to you to move the rooms correctly using objects wisely to complete the game's hundred puzzles. adventure nintendo"
Rubik's World,DS,"both a toy and a formidable puzzle, the rubik's cube is timeless entertainment. although it has lost a little of its popularity in the 80s, it is now attempting a comeback thanks to a more modern vector: video games. puzzle game factory"
Rugby 06,PS2,"in the middle of the six nations tournament, what could be better than the new opus from ea sports to stay in the oval bath? floundering somewhat on its latest opuses, the publisher is counting on this 2006 version to get back on the right path and prove that it gives as much of its time to the game of rugby as to fifa. could this sport, as noble as it is spectacular and becoming more and more popular in france, finally have its reference? sports electronic arts"
Rugby 08,PS2,"the rugby world cup is at the heart of all the sports discussions of the moment. the event will be launched in a few days in france, the opportunity for our national xv to try to become the second country in the northern hemisphere to conquer the william webb ellis trophy. and as usual, ea marks its imprint the current market by offering the official game of the competition. but not only since it relaunches at the same time an orphan series of suites for more than two years. sports electronic arts"
Rugby 15,PS4,"it must be admitted, fans of rugby and video games don't have much to sink their teeth into at the moment. pro rugby manager 2015 turned out to be very disappointing and no new episodes of jonah lomu rugby challenge are planned at this time. it is therefore with a certain excitement that we welcome at the end of the year a rugby 15 which has the merit of being developed by an experienced team already at the origin of rugby 04, 05 and 08. sports bigben interactive"
Rugby 2004,PS2,"after a 2003...um...2002...er...2001 edition, ea sports has decided to release the 2004 opus of its rugby game. why such a wait on the part of the publisher who releases reissues faster than his shadow? i can't tell you, an appeal from the public was not sufficient enough for the release of the first opus, years of development for this 2004 episode (nothing less certain), the mystery remains unsolved. for now we will stop with the questions and the associated hasty answers to set our sights on this rugby 2004. sports electronic arts"
Rugby 2005,PS2,"your favorite expression is ""the pig is in the corn"", you have always preferred oval shapes to round shapes, cauliflower ears to pointed ears. in short, you like rugby and you would like to be able to play it without getting dirty. bad luck electronic arts doesn't like the oval ball. sports electronic arts"
Rugby World Cup 2011,PS3,"it is in two weeks that twenty teams (half a dozen more certainly) will start to compete for the ellis webb trophy in new zealand land. an exceptional event which calls for another, namely the release in europe of a rugby simulation on ps3 and xbox 360, a first in the history of these machines. exclusively devoted to the world cup, this title was expected by a number of players weaned by references from some jonah lomu rugby in ... 1997! sports 505 games"
Rule of Rose,PS2,"trailing a string of diatribes behind him, rule of rose finally sets foot on french territory. illegitimate son of silent hill and numerous cinematographic works evolving in the horrific spheres, the title of punchline serves us on a silver platter a dark and traumatic work. far from falling into excessive gore, rule of rose aims to be more subtle in its approach by distilling an oppressive atmosphere, by sublimating the macabre to the point of perverting innocence. when darkness touches purity, the world collapses beneath our feet, reality fades away in favor of a pernicious, oozing imagination, where every laugh frightens, where every step terrorizes us. action 505 games"
Rumble Racing,PS2,"rumble racing makes its debut on ps2, a title which is perplexing since it is completely different and which should unleash passions as well as attract the wrath of many players. rumble racing is beautiful, it's speed, it's sometimes fun but yet we still wonder what the point of this game is. racing electronic arts"
Rumble Roses,PS2,"here it is finally this rumble roses, the game that all male teenagers are waiting for like their first scooter. and for good reason, not very shy girls who fight for the sole pleasure of the eyes, it's enough to tickle the hormones of any teenager, right? but behind this sexy and provocative facade, what is really about the game? fighting konami digital entertainment"
Runabout 3: Neo Age,PS2,"in the middle of a holiday season and with a real sense of a-propos, the publisher bam! get out of his hood a title which seems entirely programmed by oysters. far from being a pearl, runabout 3 neo age holds more davilex-like, a subtle cocktail of cars, bad playability and total boredom. racing bam! entertainment"
